0.6073	0.4947	0.3813	0.3801	0.5143	0.4171	0.2679	0.2679	0.3956	0.5438	0.4057	0.5112	0.3873	0.1568	0	0.1535	0.6306	0.4806	0.3115	0.2888	0.2979	0.3998	0.4142	0.4514	0.5743	0.6875	0.6342	0.5511	0.572	0.7179	0.6164	0.6062	0.7269	0.8609	0.9875	0.5213	0.4727	1.1451	0.3396	0.3414	0.4632	0.6426	0.7484	0.1612	0.146	0.3013	0.4142	0.8952	0.1451	0.159	0.2885	0.4325	0.5832	0.2835	0.2859	0.4335	0.5708	0.7205
0.7608	0.6482	0.3768	0.3603	0.6678	0.5706	0.2634	0.2615	0.2515	0.6973	0.5592	0.652	0.5282	0.2976	0.1535	0	0.7716	0.6216	0.4526	0.2909	0.2884	0.5394	0.4097	0.4235	0.4349	0.5476	0.7691	0.5697	0.5675	0.5785	0.7573	0.747	0.868	1.0019	1.1243	0.6622	0.6135	1.2765	0.4804	0.4822	0.6043	0.7837	0.8853	0.3147	0.2871	0.4423	0.5538	0.8189	0.1406	0.1545	0.284	0.428	0.5787	0.13	0.1455	0.2941	0.4314	0.5811
0.5011	0.5359	0.7819	0.9179	0.369	0.4094	0.7084	0.8349	0.9626	0.3575	0.4207	0.2259	0.2719	0.4801	0.6306	0.7716	0	0.15	0.3604	0.4823	0.62	0.4908	0.6205	0.7513	0.8782	0.9945	0.6134	0.7325	0.8675	1.0219	0.2535	0.1038	0.0964	0.2374	0.364	0.3023	0.1928	0.7669	0.4218	0.2958	0.2552	0.4346	0.5404	0.6301	0.4846	0.4948	0.6003	1.1821	0.7633	0.6188	0.6105	0.7324	0.8786	0.893	0.7628	0.7556	0.8747	1.0244
0.5051	0.5168	0.6321	0.768	0.373	0.3957	0.5585	0.685	0.8127	0.4024	0.3844	0.2962	0.2758	0.3304	0.4806	0.6216	0.15	0	0.2105	0.3323	0.47	0.3409	0.4706	0.6013	0.7283	0.8445	0.4634	0.5826	0.7175	0.8719	0.4014	0.2538	0.2464	0.3873	0.514	0.3063	0.1968	0.789	0.2719	0.1458	0.1052	0.2846	0.3904	0.4805	0.3346	0.3448	0.4503	1.0321	0.6133	0.4688	0.4605	0.5824	0.7286	0.743	0.6128	0.6056	0.7248	0.8745
0.7176	0.6046	0.5517	0.6792	0.5854	0.4836	0.4443	0.5669	0.6947	0.6149	0.4723	0.5066	0.3874	0.3013	0.3115	0.4526	0.3604	0.2105	0	0.1633	0.3009	0.2743	0.3089	0.4396	0.5666	0.6828	0.5087	0.4256	0.5603	0.7102	0.6119	0.4643	0.4568	0.5907	0.7174	0.5168	0.4072	0.8769	0.3598	0.2337	0.1931	0.3725	0.4783	0.3211	0.1655	0.1758	0.2886	0.8784	0.4442	0.2997	0.2915	0.4207	0.5714	0.5739	0.4437	0.4365	0.5631	0.7128
0.7445	0.6319	0.5188	0.5176	0.6515	0.5543	0.4053	0.4053	0.5331	0.681	0.543	0.6285	0.5091	0.2786	0.2888	0.2909	0.4823	0.3323	0.1633	0	0.1376	0.2516	0.2539	0.2911	0.414	0.5303	0.486	0.4029	0.4118	0.5577	0.7338	0.5862	0.5787	0.7126	0.8393	0.6387	0.5291	0.9969	0.4614	0.3556	0.315	0.4944	0.6002	0.2984	0.1428	0.153	0.2659	0.7349	0.2826	0.1364	0.1282	0.2722	0.4229	0.4123	0.2805	0.2732	0.4105	0.5602
0.8832	0.7705	0.5212	0.5073	0.7902	0.6929	0.4078	0.4078	0.3985	0.8196	0.6816	0.7661	0.6468	0.4162	0.2979	0.2884	0.62	0.47	0.3009	0.1376	0	0.3861	0.2564	0.2649	0.2764	0.3926	0.6158	0.4164	0.4142	0.42	0.8714	0.7238	0.7164	0.8503	0.971	0.7763	0.6668	1.1232	0.599	0.4932	0.4527	0.632	0.732	0.437	0.2804	0.2907	0.4005	0.6604	0.2851	0.1389	0.1307	0.2746	0.4253	0.277	0.1428	0.1356	0.2729	0.4226
0.848	0.735	0.6399	0.766	0.7158	0.614	0.5326	0.6538	0.7815	0.7453	0.6027	0.637	0.5178	0.3896	0.3998	0.5394	0.4908	0.3409	0.2743	0.2516	0.3861	0	0.1297	0.2605	0.3874	0.5037	0.3295	0.2465	0.3811	0.531	0.7476	0.598	0.4691	0.466	0.5926	0.6472	0.5376	0.7521	0.4902	0.3641	0.2356	0.2477	0.3535	0.4094	0.2538	0.0647	0.1095	0.6993	0.531	0.3849	0.2554	0.2416	0.3923	0.6607	0.5289	0.3898	0.3839	0.5336
0.8901	0.7775	0.6375	0.6363	0.7971	0.6999	0.5241	0.5241	0.6518	0.8266	0.6886	0.7667	0.6475	0.4242	0.4142	0.4097	0.6205	0.4706	0.3089	0.2539	0.2564	0.1297	0	0.1308	0.2577	0.3739	0.3641	0.2536	0.2514	0.4013	0.8773	0.7277	0.5988	0.5957	0.7193	0.7769	0.6673	0.8751	0.607	0.4938	0.3653	0.3774	0.4803	0.444	0.2884	0.1331	0.1441	0.5745	0.4013	0.2552	0.1257	0.1119	0.2626	0.531	0.3992	0.2601	0.2542	0.4039
1.0209	0.9083	0.6747	0.6424	0.9279	0.8306	0.5612	0.5436	0.5336	0.9574	0.8193	0.8975	0.7783	0.5549	0.4514	0.4235	0.7513	0.6013	0.4396	0.2911	0.2649	0.2605	0.1308	0	0.1269	0.2432	0.4902	0.2908	0.272	0.2706	1.0081	0.8585	0.7295	0.7264	0.8453	0.9077	0.7981	0.9976	0.7378	0.6246	0.4961	0.5082	0.6064	0.5748	0.4192	0.2639	0.2748	0.5109	0.4385	0.2923	0.1629	0.149	0.2997	0.4121	0.2779	0.1293	0.1234	0.2731
1.1478	1.0352	0.7898	0.6539	1.0548	0.9576	0.6815	0.555	0.545	1.0843	0.9463	1.0244	0.9052	0.6819	0.5743	0.4349	0.8782	0.7283	0.5666	0.414	0.2764	0.3874	0.2577	0.1269	0	0.1163	0.6171	0.4177	0.2835	0.2749	1.135	0.9854	0.8565	0.8534	0.9723	1.0346	0.925	1.1245	0.8647	0.7515	0.623	0.6351	0.7333	0.7017	0.5461	0.3908	0.4018	0.5224	0.5614	0.4153	0.2898	0.276	0.4267	0.4236	0.2894	0.1408	0.1349	0.2846
1.2641	1.1514	0.9025	0.7666	1.1711	1.0738	0.7942	0.6677	0.5407	1.2006	1.0625	1.1407	1.0214	0.7981	0.6875	0.5476	0.9945	0.8445	0.6828	0.5303	0.3926	0.5037	0.3739	0.2432	0.1163	0	0.7328	0.5334	0.3984	0.2387	1.2513	1.1017	0.9727	0.9696	1.0879	1.1508	1.0413	1.2402	0.981	0.8678	0.7393	0.7514	0.849	0.8179	0.6623	0.5071	0.518	0.6391	0.6746	0.5315	0.4061	0.3922	0.5423	0.5362	0.4056	0.257	0.2511	0.3995
0.9705	0.8576	0.8744	0.9957	0.8384	0.7365	0.767	0.8835	1.0112	0.8679	0.7252	0.7596	0.6403	0.624	0.6342	0.7691	0.6134	0.4634	0.5087	0.486	0.6158	0.3295	0.3641	0.4902	0.6171	0.7328	0	0.1994	0.3344	0.4941	0.8666	0.717	0.588	0.4487	0.4354	0.7697	0.6602	0.595	0.6127	0.4867	0.3582	0.2229	0.1964	0.6438	0.4882	0.3329	0.2201	0.6522	0.7608	0.6146	0.4852	0.3412	0.3455	0.8905	0.7586	0.6195	0.483	0.4966
1.0069	0.8942	0.7913	0.7963	0.9139	0.8166	0.6841	0.6841	0.8118	0.9434	0.8053	0.8787	0.7595	0.5409	0.5511	0.5697	0.7325	0.5826	0.4256	0.4029	0.4164	0.2465	0.2536	0.2908	0.4177	0.5334	0.1994	0	0.1349	0.2946	0.9857	0.8361	0.7072	0.5679	0.5546	0.8889	0.7794	0.7104	0.7238	0.6058	0.4773	0.3421	0.3156	0.5607	0.4051	0.2499	0.137	0.4581	0.5613	0.4152	0.2857	0.1417	0.1461	0.691	0.5592	0.4201	0.2836	0.2972
1.1416	1.0289	0.7953	0.7941	1.0486	0.9513	0.6819	0.6819	0.6901	1.078	0.94	1.0137	0.8944	0.6756	0.572	0.5675	0.8675	0.7175	0.5603	0.4118	0.4142	0.3811	0.2514	0.272	0.2835	0.3984	0.3344	0.1349	0	0.1597	1.1207	0.9711	0.8421	0.7028	0.6895	1.0238	0.9143	0.8418	0.8584	0.7408	0.6123	0.477	0.4505	0.6954	0.5398	0.3845	0.2719	0.4	0.5592	0.413	0.2836	0.1396	0.1439	0.5687	0.4345	0.2859	0.1486	0.1622
1.2915	1.1788	0.9335	0.7975	1.1985	1.1012	0.8251	0.6987	0.6887	1.2279	1.0899	1.1681	1.0488	0.8255	0.7179	0.5785	1.0219	0.8719	0.7102	0.5577	0.42	0.531	0.4013	0.2706	0.2749	0.2387	0.4941	0.2946	0.1597	0	1.2804	1.1307	1.0018	0.8625	0.8492	1.1782	1.0687	1.0015	1.0083	0.8951	0.7667	0.6367	0.6102	0.8453	0.6897	0.5344	0.4316	0.3986	0.7051	0.5589	0.4335	0.2992	0.3036	0.5672	0.433	0.2844	0.1471	0.1608
0.2535	0.3573	0.655	0.791	0.1335	0.2308	0.6168	0.7433	0.8711	0.104	0.2421	0.1323	0.2514	0.4597	0.6164	0.7573	0.2535	0.4014	0.6119	0.7338	0.8714	0.7476	0.8773	1.0081	1.135	1.2513	0.8666	0.9857	1.1207	1.2804	0	0.1496	0.2786	0.4195	0.5462	0.2213	0.2116	0.9491	0.3546	0.3821	0.5067	0.6878	0.7936	0.5955	0.5955	0.7463	0.8571	1.4212	0.7396	0.7386	0.862	0.9892	1.1318	0.8786	0.8655	1.007	1.1315	1.2829
0.4031	0.5048	0.7513	0.8872	0.2831	0.3783	0.6777	0.8042	0.932	0.2537	0.3896	0.1221	0.2412	0.4494	0.6062	0.747	0.1038	0.2538	0.4643	0.5862	0.7238	0.598	0.7277	0.8585	0.9854	1.1017	0.717	0.8361	0.9711	1.1307	0.1496	0	0.1289	0.2699	0.3966	0.25	0.2014	0.7995	0.3911	0.3718	0.3591	0.5382	0.644	0.5994	0.5852	0.5986	0.7075	1.2715	0.7387	0.7226	0.7144	0.8396	0.9822	0.8683	0.8553	0.8594	0.9819	1.1333
0.5321	0.6337	0.8783	1.0143	0.4121	0.5072	0.8048	0.9313	1.059	0.3826	0.5185	0.251	0.3682	0.5765	0.7269	0.868	0.0964	0.2464	0.4568	0.5787	0.7164	0.4691	0.5988	0.7295	0.8565	0.9727	0.588	0.7072	0.8421	1.0018	0.2786	0.1289	0	0.141	0.2676	0.379	0.2892	0.6705	0.5182	0.3922	0.3516	0.4093	0.515	0.7265	0.581	0.5676	0.5786	1.1426	0.8597	0.7151	0.7069	0.7106	0.8533	0.9893	0.8592	0.852	0.853	1.0044
0.673	0.7747	1.0123	1.1483	0.553	0.6482	0.9388	1.0653	1.193	0.5236	0.6595	0.392	0.5092	0.7107	0.8609	1.0019	0.2374	0.3873	0.5907	0.7126	0.8503	0.466	0.5957	0.7264	0.8534	0.9696	0.4487	0.5679	0.7028	0.8625	0.4195	0.2699	0.141	0	0.1267	0.5199	0.4301	0.5296	0.6522	0.5261	0.3976	0.4022	0.3757	0.8608	0.7149	0.5645	0.5754	1.0016	0.9936	0.8491	0.7214	0.7075	0.7139	1.1233	0.9931	0.8557	0.8499	0.865
0.7997	0.9013	1.139	1.2749	0.6797	0.7748	1.0655	1.1919	1.3197	0.6502	0.7861	0.5186	0.6359	0.8374	0.9875	1.1243	0.364	0.514	0.7174	0.8393	0.971	0.5926	0.7193	0.8453	0.9723	1.0879	0.4354	0.5546	0.6895	0.8492	0.5462	0.3966	0.2676	0.1267	0	0.6466	0.5568	0.4029	0.7788	0.6528	0.5243	0.3889	0.3624	0.9874	0.8415	0.6881	0.5752	0.875	1.1159	0.9698	0.8403	0.6963	0.6944	1.2456	1.1138	0.9747	0.8381	0.8437
0.22	0.2547	0.5525	0.6884	0.0878	0.1282	0.5143	0.6408	0.7685	0.1173	0.1396	0.1328	0.1563	0.3646	0.5213	0.6622	0.3023	0.3063	0.5168	0.6387	0.7763	0.6472	0.7769	0.9077	1.0346	1.1508	0.7697	0.8889	1.0238	1.1782	0.2213	0.25	0.379	0.5199	0.6466	0	0.1165	1.0495	0.2521	0.287	0.4116	0.591	0.6967	0.4929	0.5003	0.6512	0.7567	1.3384	0.637	0.6435	0.7669	0.8887	1.035	0.7722	0.7704	0.9119	1.0311	1.1808
0.3365	0.3713	0.6178	0.7537	0.2043	0.2448	0.5442	0.6707	0.7984	0.2338	0.2561	0.1064	0.1077	0.3159	0.4727	0.6135	0.1928	0.1968	0.4072	0.5291	0.6668	0.5376	0.6673	0.7981	0.925	1.0413	0.6602	0.7794	0.9143	1.0687	0.2116	0.2014	0.2892	0.4301	0.5568	0.1165	0	0.9597	0.2576	0.2383	0.302	0.4814	0.5872	0.4659	0.4517	0.5416	0.6471	1.2289	0.6051	0.5949	0.6573	0.7792	0.9254	0.7348	0.7217	0.8024	0.9215	1.0712
1.2026	1.1832	1.2985	1.4344	1.0826	1.0621	1.2249	1.3514	1.4792	1.0531	1.0508	0.9215	0.9659	0.9968	1.1451	1.2765	0.7669	0.789	0.8769	0.9969	1.1232	0.7521	0.8751	0.9976	1.1245	1.2402	0.595	0.7104	0.8418	1.0015	0.9491	0.7995	0.6705	0.5296	0.4029	1.0495	0.9597	0	0.9383	0.8122	0.6837	0.5485	0.3986	1.1469	0.9991	0.8439	0.731	0.6082	1.2682	1.122	0.9926	0.8486	0.6979	1.3978	1.266	1.1269	0.9904	0.846
0.3532	0.2449	0.4008	0.5368	0.2211	0.1238	0.3431	0.4696	0.5974	0.2506	0.1125	0.2961	0.1589	0.1828	0.3396	0.4804	0.4218	0.2719	0.3598	0.4614	0.599	0.4902	0.607	0.7378	0.8647	0.981	0.6127	0.7238	0.8584	1.0083	0.3546	0.3911	0.5182	0.6522	0.7788	0.2521	0.2576	0.9383	0	0.1261	0.2546	0.4339	0.5397	0.3217	0.3186	0.4739	0.5868	1.1766	0.4659	0.4618	0.5896	0.7189	0.8696	0.6018	0.5887	0.7346	0.8612	1.0109
0.4838	0.3709	0.4862	0.6222	0.3517	0.2499	0.4127	0.5392	0.6669	0.3811	0.2386	0.2768	0.1537	0.1846	0.3414	0.4822	0.2958	0.1458	0.2337	0.3556	0.4932	0.3641	0.4938	0.6246	0.7515	0.8678	0.4867	0.6058	0.7408	0.8951	0.3821	0.3718	0.3922	0.5261	0.6528	0.287	0.2383	0.8122	0.1261	0	0.1285	0.3079	0.4137	0.3347	0.3204	0.3681	0.4736	1.0553	0.4739	0.4636	0.4838	0.6057	0.7519	0.6036	0.5905	0.6288	0.748	0.8977
0.6123	0.4994	0.6147	0.7507	0.4802	0.3784	0.5412	0.6676	0.7954	0.5097	0.3671	0.4014	0.2822	0.3131	0.4632	0.6043	0.2552	0.1052	0.1931	0.315	0.4527	0.2356	0.3653	0.4961	0.623	0.7393	0.3582	0.4773	0.6123	0.7667	0.5067	0.3591	0.3516	0.3976	0.5243	0.4116	0.302	0.6837	0.2546	0.1285	0	0.1794	0.2852	0.4631	0.3173	0.3275	0.3451	0.9268	0.596	0.4514	0.4432	0.4772	0.6234	0.7256	0.5955	0.5883	0.6195	0.7692
0.7918	0.6788	0.7941	0.9301	0.6596	0.5578	0.7206	0.847	0.9748	0.6891	0.5465	0.5808	0.4616	0.4925	0.6426	0.7837	0.4346	0.2846	0.3725	0.4944	0.632	0.2477	0.3774	0.5082	0.6351	0.7514	0.2229	0.3421	0.477	0.6367	0.6878	0.5382	0.4093	0.4022	0.3889	0.591	0.4814	0.5485	0.4339	0.3079	0.1794	0	0.1499	0.6425	0.4966	0.3463	0.3572	0.7916	0.7754	0.6308	0.5032	0.4838	0.4882	0.905	0.7749	0.6375	0.6256	0.6393
0.8976	0.7846	0.8999	1.0358	0.7654	0.6635	0.8264	0.9528	1.0806	0.7949	0.6522	0.6866	0.5673	0.5983	0.7484	0.8853	0.5404	0.3904	0.4783	0.6002	0.732	0.3535	0.4803	0.6064	0.7333	0.849	0.1964	0.3156	0.4505	0.6102	0.7936	0.644	0.515	0.3757	0.3624	0.6967	0.5872	0.3986	0.5397	0.4137	0.2852	0.1499	0	0.7483	0.6024	0.4491	0.3362	0.6417	0.8769	0.7308	0.6013	0.4573	0.461	1.0066	0.8748	0.7357	0.5991	0.6104
0.5194	0.4067	0.2542	0.3856	0.4619	0.3647	0.1469	0.2733	0.4011	0.4914	0.3534	0.5044	0.3806	0.15	0.1612	0.3147	0.6301	0.4805	0.3211	0.2984	0.437	0.4094	0.444	0.5748	0.7017	0.8179	0.6438	0.5607	0.6954	0.8453	0.5955	0.5994	0.7265	0.8608	0.9874	0.4929	0.4659	1.1469	0.3217	0.3347	0.4631	0.6425	0.7483	0	0.1556	0.3109	0.4238	1.0136	0.2696	0.2981	0.4276	0.5558	0.7066	0.4048	0.425	0.5726	0.6982	0.8479
0.6018	0.4891	0.3862	0.5137	0.5088	0.4115	0.2788	0.4014	0.5292	0.5382	0.4002	0.4902	0.3664	0.1358	0.146	0.2871	0.4846	0.3346	0.1655	0.1428	0.2804	0.2538	0.2884	0.4192	0.5461	0.6623	0.4882	0.4051	0.5398	0.6897	0.5955	0.5852	0.581	0.7149	0.8415	0.5003	0.4517	0.9991	0.3186	0.3204	0.3173	0.4966	0.6024	0.1556	0	0.1553	0.2682	0.858	0.2787	0.2684	0.271	0.4002	0.5509	0.4084	0.3953	0.416	0.5426	0.6923
0.757	0.6444	0.5414	0.669	0.664	0.5667	0.4341	0.5567	0.6845	0.6935	0.5554	0.641	0.5216	0.2911	0.3013	0.4423	0.4948	0.3448	0.1758	0.153	0.2907	0.0647	0.1331	0.2639	0.3908	0.5071	0.3329	0.2499	0.3845	0.5344	0.7463	0.5986	0.5676	0.5645	0.6881	0.6512	0.5416	0.8439	0.4739	0.3681	0.3275	0.3463	0.4491	0.3109	0.1553	0	0.1129	0.7027	0.434	0.2895	0.2588	0.245	0.3957	0.5637	0.4335	0.3932	0.3873	0.537
0.8699	0.7573	0.6543	0.7804	0.7769	0.6796	0.547	0.6681	0.7959	0.8064	0.6683	0.7465	0.6273	0.4039	0.4142	0.5538	0.6003	0.4503	0.2886	0.2659	0.4005	0.1095	0.1441	0.2748	0.4018	0.518	0.2201	0.137	0.2719	0.4316	0.8571	0.7075	0.5786	0.5754	0.5752	0.7567	0.6471	0.731	0.5868	0.4736	0.3451	0.3572	0.3362	0.4238	0.2682	0.1129	0	0.5898	0.5454	0.3993	0.2698	0.2559	0.2831	0.6751	0.5433	0.4042	0.3983	0.4342
1.4597	1.3471	1.1184	1.0379	1.3667	1.2694	1.005	0.939	0.929	1.3962	1.2581	1.3282	1.209	0.9937	0.8952	0.8189	1.1821	1.0321	0.8784	0.7349	0.6604	0.6993	0.5745	0.5109	0.5224	0.6391	0.6522	0.4581	0.4	0.3986	1.4212	1.2715	1.1426	1.0016	0.875	1.3384	1.2289	0.6082	1.1766	1.0553	0.9268	0.7916	0.6417	1.0136	0.858	0.7027	0.5898	0	0.8823	0.7361	0.6067	0.4627	0.312	0.8076	0.6734	0.5248	0.3875	0.2378
0.6636	0.5509	0.2362	0.235	0.6061	0.5088	0.1227	0.1227	0.2505	0.6355	0.4975	0.6436	0.5198	0.2892	0.1451	0.1406	0.7633	0.6133	0.4442	0.2826	0.2851	0.531	0.4013	0.4385	0.5614	0.6746	0.7608	0.5613	0.5592	0.7051	0.7396	0.7387	0.8597	0.9936	1.1159	0.6371	0.6051	1.2682	0.4659	0.4739	0.596	0.7754	0.8769	0.2696	0.2787	0.434	0.5454	0.8823	0	0.1462	0.2756	0.4196	0.5703	0.2542	0.2731	0.4206	0.5579	0.7076
