0.795	0.6824	0.3626	0.2266	0.2374	0.2421	0.7375	0.6403	0.2542	0.1278	0	0.1195	0.767	0.629	0.837	0.6998	0.5275	0.3956	0.2515	0.277	0.2613	0.9626	0.8127	0.6947	0.5331	0.3985	0.4073	0.3435	0.3982	0.7815	0.6518	0.5336	0.545	0.5407	0.6545	1.0112	0.6901	0.6887	0.7241	0.8711	0.932	1.059	1.193	1.3197	0.7686	0.7984	1.4792	0.5974	0.6669	0.7954	0.9748	1.0806	0.4011	0.5292	0.6845	0.7959	0.929	0.2505	0.3966	0.5261	0.6701	0.8208	0.1215	0.2557	0.4043	0.5415	0.6912	0.1422	0.28	0.4214	0.5625	0.7062	0.2167
0.9146	0.8019	0.4799	0.344	0.2123	0.1999	0.8571	0.7599	0.3738	0.2473	0.1195	0	0.8866	0.7486	0.9565	0.8193	0.647	0.5152	0.371	0.264	0.1804	1.0822	0.9323	0.8142	0.6523	0.5147	0.376	0.3013	0.356	0.9007	0.771	0.6498	0.5347	0.4985	0.5726	1.1305	0.8063	0.6572	0.6819	0.9907	1.0515	1.1786	1.3126	1.4392	0.8881	0.918	1.5987	0.7169	0.7865	0.915	1.0944	1.2001	0.5206	0.6487	0.804	0.9151	1.0452	0.37	0.5162	0.6453	0.7893	0.94	0.241	0.3748	0.5204	0.6577	0.8074	0.1	0.2378	0.3792	0.5203	0.664	0.0972
0.2185	0.2533	0.551	0.6869	0.8187	0.9391	0.0295	0.1267	0.5128	0.6393	0.767	0.8866	0	0.1381	0.2364	0.2275	0.4334	0.5438	0.6973	0.8462	0.9298	0.3575	0.4024	0.6149	0.681	0.8196	0.9583	1.012	1.0667	0.7453	0.8266	0.9574	1.0843	1.2006	1.3095	0.8679	1.078	1.2279	1.3839	0.104	0.2537	0.3826	0.5236	0.6502	0.1173	0.2338	1.0531	0.2506	0.3811	0.5096	0.689	0.7949	0.4914	0.5382	0.6935	0.8064	1.3962	0.6355	0.6808	0.8102	0.9385	1.0892	0.7707	0.8077	0.9552	1.0808	1.2305	0.9092	0.9485	1.0899	1.2223	1.366	0.9837
0.2407	0.255	0.413	0.5489	0.6806	0.8011	0.1086	0.0113	0.3747	0.5012	0.629	0.7485	0.1381	0	0.2723	0.2497	0.2953	0.4057	0.5592	0.7081	0.7918	0.4207	0.3844	0.4723	0.543	0.6816	0.8202	0.874	0.9286	0.6027	0.6886	0.8193	0.9463	1.0625	1.1715	0.7252	0.94	1.0899	1.2459	0.2421	0.3896	0.5185	0.6595	0.7861	0.1396	0.2561	1.0508	0.1125	0.2386	0.3671	0.5465	0.6522	0.3534	0.4002	0.5554	0.6683	1.2581	0.4975	0.5427	0.6722	0.8004	0.9511	0.6327	0.6696	0.8172	0.9427	1.0925	0.7711	0.8105	0.9518	1.0843	1.228	0.8457
0.3527	0.3875	0.6563	0.7922	0.9239	1.0444	0.2206	0.261	0.5827	0.7092	0.837	0.9565	0.2364	0.2723	0	0.1462	0.3544	0.5112	0.652	0.7988	0.8824	0.2259	0.2962	0.5066	0.6285	0.7661	0.9048	0.9646	1.0193	0.637	0.7667	0.8975	1.0244	1.1407	1.2496	0.7596	1.0137	1.1681	1.324	0.1323	0.1221	0.251	0.392	0.5186	0.1328	0.1064	0.9215	0.2961	0.2768	0.4014	0.5808	0.6866	0.5044	0.4902	0.641	0.7465	1.3282	0.6436	0.6334	0.7567	0.8786	1.0248	0.7733	0.7603	0.9017	1.0209	1.1706	0.914	0.9011	1.0425	1.1624	1.3061	0.9608
0.3302	0.3649	0.5191	0.655	0.7867	0.9072	0.198	0.2384	0.4456	0.572	0.6998	0.8193	0.2275	0.2497	0.1462	0	0.2306	0.3873	0.5282	0.6749	0.7586	0.2719	0.2758	0.3874	0.5091	0.6468	0.7854	0.8408	0.8954	0.5178	0.6475	0.7783	0.9052	1.0214	1.1304	0.6403	0.8944	1.0488	1.2048	0.2514	0.2412	0.3682	0.5092	0.6359	0.1563	0.1077	0.9659	0.1589	0.1537	0.2822	0.4616	0.5673	0.3806	0.3664	0.5216	0.6273	1.209	0.5198	0.5095	0.6373	0.7594	0.9056	0.6495	0.6364	0.7824	0.9017	1.0514	0.7901	0.7773	0.9186	1.0432	1.1869	0.8369
0.5361	0.4277	0.3806	0.512	0.6437	0.7641	0.4039	0.3066	0.2732	0.3997	0.5275	0.647	0.4334	0.2953	0.3544	0.2306	0	0.1568	0.2976	0.4444	0.528	0.4801	0.3304	0.3013	0.2786	0.4162	0.5548	0.6102	0.6649	0.3896	0.4242	0.5549	0.6819	0.7981	0.9071	0.624	0.6756	0.8255	0.9815	0.4597	0.4494	0.5765	0.7107	0.8374	0.3646	0.3159	0.9968	0.1828	0.1846	0.3131	0.4925	0.5983	0.15	0.1358	0.2911	0.4039	0.9937	0.2892	0.279	0.4068	0.536	0.6867	0.4189	0.4058	0.5518	0.6784	0.8281	0.5596	0.5467	0.6881	0.8199	0.9636	0.6063
0.6073	0.4947	0.3813	0.3801	0.5118	0.6323	0.5143	0.4171	0.2679	0.2679	0.3956	0.5152	0.5438	0.4057	0.5112	0.3873	0.1568	0	0.1535	0.3204	0.4081	0.6306	0.4806	0.3115	0.2888	0.2979	0.4365	0.4903	0.545	0.3998	0.4142	0.4514	0.5743	0.6875	0.8013	0.6342	0.572	0.7179	0.8708	0.6164	0.6062	0.7269	0.8609	0.9875	0.5213	0.4727	1.1451	0.3396	0.3414	0.4632	0.6426	0.7484	0.1612	0.146	0.3013	0.4142	0.8952	0.1451	0.159	0.2885	0.4325	0.5832	0.2835	0.2859	0.4335	0.5708	0.7205	0.4397	0.4268	0.5682	0.7093	0.8529	0.4864
0.7608	0.6482	0.3768	0.3603	0.3711	0.4916	0.6678	0.5706	0.2634	0.2615	0.2515	0.371	0.6973	0.5592	0.652	0.5282	0.2976	0.1535	0	0.1669	0.2682	0.7716	0.6216	0.4526	0.2909	0.2884	0.2971	0.3504	0.4051	0.5394	0.4097	0.4235	0.4349	0.5476	0.6614	0.7691	0.5675	0.5785	0.7309	0.7573	0.747	0.868	1.0019	1.1243	0.6622	0.6135	1.2765	0.4804	0.4822	0.6043	0.7837	0.8853	0.3147	0.2871	0.4423	0.5538	0.8189	0.1406	0.1545	0.284	0.428	0.5787	0.13	0.1455	0.2941	0.4314	0.5811	0.2998	0.2869	0.4283	0.5693	0.713	0.3465
0.9097	0.7971	0.5218	0.3859	0.3967	0.3865	0.8167	0.7194	0.4135	0.287	0.277	0.264	0.8462	0.7081	0.7988	0.6749	0.4444	0.3204	0.1669	0	0.1325	0.9184	0.7684	0.5993	0.4377	0.3025	0.2894	0.2146	0.2693	0.6862	0.5565	0.4376	0.448	0.4118	0.5257	0.9159	0.5941	0.5705	0.5952	0.904	0.8938	1.0148	1.1487	1.271	0.8089	0.7603	1.4233	0.6272	0.629	0.7511	0.9305	1.0321	0.4636	0.4338	0.5891	0.7005	0.833	0.3075	0.3013	0.4307	0.5747	0.7254	0.1556	0.1596	0.3082	0.4455	0.5952	0.164	0.1512	0.2925	0.4336	0.5773	0.2108
0.9934	0.8807	0.6231	0.4872	0.3541	0.3058	0.9004	0.8031	0.5148	0.3883	0.2613	0.1804	0.9298	0.7918	0.8824	0.7586	0.528	0.4081	0.2682	0.1325	0	1.0021	0.8521	0.683	0.5208	0.3831	0.2445	0.1744	0.2197	0.7692	0.6395	0.5182	0.4032	0.367	0.3947	0.999	0.6748	0.5257	0.5503	0.9877	0.9774	1.0984	1.2324	1.3541	0.8926	0.8439	1.5063	0.7109	0.7127	0.8347	1.0141	1.1151	0.5472	0.5175	0.6728	0.7836	0.9137	0.3952	0.3849	0.5138	0.6578	0.8085	0.2569	0.2433	0.3889	0.5262	0.6759	0.1192	0.1063	0.2477	0.3888	0.5325	0.0832
0.5011	0.5359	0.7819	0.9179	1.0496	1.1701	0.369	0.4094	0.7084	0.8349	0.9626	1.0822	0.3575	0.4207	0.2259	0.2719	0.4801	0.6306	0.7716	0.9184	1.0021	0	0.15	0.3604	0.4823	0.62	0.7586	0.92	0.8738	0.4908	0.6205	0.7513	0.8782	0.9945	1.1034	0.6134	0.8675	1.0219	1.1778	0.2535	0.1038	0.0964	0.2374	0.364	0.3023	0.1928	0.7669	0.4218	0.2958	0.2552	0.4346	0.5404	0.6301	0.4846	0.4948	0.6003	1.1821	0.7633	0.6188	0.6105	0.7324	0.8786	0.893	0.7628	0.7556	0.8747	1.0244	1.0336	0.8968	0.897	1.0163	1.16	1.0804
0.5051	0.5168	0.6321	0.768	0.8997	1.0202	0.373	0.3957	0.5585	0.685	0.8127	0.9323	0.4024	0.3844	0.2962	0.2758	0.3304	0.4806	0.6216	0.7684	0.8521	0.15	0	0.2105	0.3323	0.47	0.6086	0.77	0.7238	0.3409	0.4706	0.6013	0.7283	0.8445	0.9535	0.4634	0.7175	0.8719	1.0279	0.4014	0.2538	0.2464	0.3873	0.514	0.3063	0.1968	0.789	0.2719	0.1458	0.1052	0.2846	0.3904	0.4805	0.3346	0.3448	0.4503	1.0321	0.6133	0.4688	0.4605	0.5824	0.7286	0.743	0.6128	0.6056	0.7248	0.8745	0.8836	0.7468	0.747	0.8663	1.01	0.9304
0.7176	0.6046	0.5517	0.6792	0.8109	0.9314	0.5854	0.4836	0.4443	0.5669	0.6947	0.8142	0.6149	0.4723	0.5066	0.3874	0.3013	0.3115	0.4526	0.5993	0.683	0.3604	0.2105	0	0.1633	0.3009	0.4395	0.6009	0.5547	0.2743	0.3089	0.4396	0.5666	0.6828	0.7918	0.5087	0.5603	0.7102	0.8662	0.6119	0.4643	0.4568	0.5907	0.7174	0.5168	0.4072	0.8769	0.3598	0.2337	0.1931	0.3725	0.4783	0.3211	0.1655	0.1758	0.2886	0.8784	0.4442	0.2997	0.2915	0.4207	0.5714	0.5739	0.4437	0.4365	0.5631	0.7128	0.7145	0.5777	0.5779	0.7046	0.8483	0.7613
0.7445	0.6319	0.5188	0.5176	0.6493	0.7698	0.6515	0.5543	0.4053	0.4053	0.5331	0.6523	0.681	0.543	0.6285	0.5091	0.2786	0.2888	0.2909	0.4377	0.5208	0.4823	0.3323	0.1633	0	0.1376	0.2762	0.4377	0.3915	0.2516	0.2539	0.2911	0.414	0.5303	0.6392	0.486	0.4118	0.5577	0.7136	0.7338	0.5862	0.5787	0.7126	0.8393	0.6387	0.5291	0.9969	0.4614	0.3556	0.315	0.4944	0.6002	0.2984	0.1428	0.153	0.2659	0.7349	0.2826	0.1364	0.1282	0.2722	0.4229	0.4123	0.2805	0.2732	0.4105	0.5602	0.5523	0.4144	0.4147	0.552	0.6957	0.5991
0.8832	0.7705	0.5212	0.5073	0.5181	0.6372	0.7902	0.6929	0.4078	0.4078	0.3985	0.5147	0.8196	0.6816	0.7661	0.6468	0.4162	0.2979	0.2884	0.3025	0.3831	0.62	0.47	0.3009	0.1376	0	0.1386	0.3	0.2538	0.3861	0.2564	0.2649	0.2764	0.3926	0.5016	0.6158	0.4142	0.42	0.576	0.8714	0.7238	0.7164	0.8503	0.971	0.7763	0.6668	1.1232	0.599	0.4932	0.4527	0.632	0.732	0.437	0.2804	0.2907	0.4005	0.6604	0.2851	0.1389	0.1307	0.2746	0.4253	0.277	0.1428	0.1356	0.2729	0.4226	0.4147	0.2768	0.277	0.4144	0.5581	0.4615
1.0218	0.9091	0.6521	0.5161	0.511	0.4986	0.9288	0.8315	0.5437	0.4173	0.4073	0.376	0.9583	0.8202	0.9048	0.7854	0.5548	0.4365	0.2971	0.2894	0.2445	0.7586	0.6086	0.4395	0.2762	0.1386	0	0.1614	0.1152	0.5247	0.395	0.2737	0.2852	0.2577	0.3667	0.7544	0.4303	0.4164	0.4411	1.01	0.8624	0.855	0.9889	1.1096	0.9149	0.8054	1.2618	0.7376	0.6318	0.5913	0.7707	0.8706	0.5756	0.419	0.4293	0.5391	0.6691	0.4237	0.2775	0.2693	0.4133	0.564	0.2858	0.1516	0.1444	0.2817	0.4314	0.2761	0.1382	0.1384	0.2795	0.4232	0.3229
1.0755	0.9629	0.7053	0.5694	0.4363	0.4239	0.9825	0.8853	0.597	0.4705	0.3435	0.3013	1.012	0.874	0.9646	0.8408	0.6102	0.4903	0.3504	0.2146	0.1744	0.92	0.77	0.6009	0.4377	0.3	0.1614	0	0.1361	0.6861	0.5564	0.4351	0.3201	0.2839	0.311	0.9158	0.5917	0.4425	0.4672	1.0699	1.0238	1.0164	1.1503	1.271	0.9748	0.9261	1.4232	0.793	0.7932	0.7527	0.9321	1.032	0.6294	0.5804	0.5907	0.7005	0.8306	0.4774	0.4389	0.4307	0.5747	0.7254	0.339	0.313	0.3058	0.4431	0.5928	0.2014	0.0635	0.1646	0.3056	0.4493	0.2481
1.1302	1.0176	0.76	0.624	0.4909	0.4786	1.0372	0.9399	0.6516	0.5252	0.3982	0.356	1.0667	0.9286	1.0193	0.8954	0.6649	0.545	0.4051	0.2693	0.2197	0.8738	0.7238	0.5547	0.3915	0.2538	0.1152	0.1361	0	0.6399	0.5102	0.3889	0.2739	0.2377	0.2573	0.8696	0.5455	0.3963	0.421	1.1245	0.9776	0.9702	1.1041	1.2248	1.0294	0.9206	1.377	0.8477	0.747	0.7065	0.8859	0.9858	0.6841	0.5342	0.5445	0.6543	0.7844	0.5321	0.3927	0.3845	0.5285	0.6792	0.3937	0.2668	0.2596	0.3969	0.5466	0.256	0.1181	0.1184	0.2594	0.4031	0.3005
0.848	0.735	0.6399	0.766	0.8977	1.0182	0.7158	0.614	0.5326	0.6538	0.7815	0.9007	0.7453	0.6027	0.637	0.5178	0.3896	0.3998	0.5394	0.6862	0.7692	0.4908	0.3409	0.2743	0.2516	0.3861	0.5247	0.6861	0.6399	0	0.1297	0.2605	0.3874	0.5037	0.6126	0.3295	0.3811	0.531	0.687	0.7476	0.598	0.4691	0.466	0.5926	0.6472	0.5376	0.7521	0.4902	0.3641	0.2356	0.2477	0.3535	0.4094	0.2538	0.0647	0.1095	0.6993	0.531	0.3849	0.2554	0.2416	0.3923	0.6607	0.5289	0.3898	0.3839	0.5336	0.8008	0.6629	0.5429	0.5254	0.6691	0.8475
0.8901	0.7775	0.6375	0.6363	0.768	0.8885	0.7971	0.6999	0.5241	0.5241	0.6518	0.771	0.8266	0.6886	0.7667	0.6475	0.4242	0.4142	0.4097	0.5565	0.6395	0.6205	0.4706	0.3089	0.2539	0.2564	0.395	0.5564	0.5102	0.1297	0	0.1308	0.2577	0.3739	0.4829	0.3641	0.2514	0.4013	0.5573	0.8773	0.7277	0.5988	0.5957	0.7193	0.7769	0.6673	0.8751	0.607	0.4938	0.3653	0.3774	0.4803	0.444	0.2884	0.1331	0.1441	0.5745	0.4013	0.2552	0.1257	0.1119	0.2626	0.531	0.3992	0.2601	0.2542	0.4039	0.6711	0.5332	0.4132	0.3957	0.5394	0.7178
1.0209	0.9083	0.6747	0.6424	0.6532	0.7723	0.9279	0.8306	0.5612	0.5436	0.5336	0.6498	0.9574	0.8193	0.8975	0.7783	0.5549	0.4514	0.4235	0.4376	0.5182	0.7513	0.6013	0.4396	0.2911	0.2649	0.2737	0.4351	0.3889	0.2605	0.1308	0	0.1269	0.2432	0.3521	0.4902	0.272	0.2706	0.4265	1.0081	0.8585	0.7295	0.7264	0.8453	0.9077	0.7981	0.9976	0.7378	0.6246	0.4961	0.5082	0.6064	0.5748	0.4192	0.2639	0.2748	0.5109	0.4385	0.2923	0.1629	0.149	0.2997	0.4121	0.2779	0.1293	0.1234	0.2731	0.5498	0.4119	0.2824	0.265	0.4087	0.5966
1.1478	1.0352	0.7898	0.6539	0.6647	0.6573	1.0548	0.9576	0.6815	0.555	0.545	0.5347	1.0843	0.9463	1.0244	0.9052	0.6819	0.5743	0.4349	0.448	0.4032	0.8782	0.7283	0.5666	0.414	0.2764	0.2852	0.3201	0.2739	0.3874	0.2577	0.1269	0	0.1163	0.2252	0.6171	0.2835	0.2749	0.2996	1.135	0.9854	0.8565	0.8534	0.9723	1.0346	0.925	1.1245	0.8647	0.7515	0.623	0.6351	0.7333	0.7017	0.5461	0.3908	0.4018	0.5224	0.5614	0.4153	0.2898	0.276	0.4267	0.4236	0.2894	0.1408	0.1349	0.2846	0.4347	0.2969	0.1555	0.138	0.2817	0.4815
1.2641	1.1514	0.9025	0.7666	0.6334	0.6211	1.1711	1.0738	0.7942	0.6677	0.5407	0.4985	1.2006	1.0625	1.1407	1.0214	0.7981	0.6875	0.5476	0.4118	0.367	0.9945	0.8445	0.6828	0.5303	0.3926	0.2577	0.2839	0.2377	0.5037	0.3739	0.2432	0.1163	0	0.109	0.7328	0.3984	0.2387	0.2634	1.2513	1.1017	0.9727	0.9696	1.0879	1.1508	1.0413	1.2402	0.981	0.8678	0.7393	0.7514	0.849	0.8179	0.6623	0.5071	0.518	0.6391	0.6746	0.5315	0.4061	0.3922	0.5423	0.5362	0.4056	0.257	0.2511	0.3995	0.3985	0.2607	0.1193	0.1018	0.2455	0.4453
1.3731	1.2604	1.0163	0.8804	0.7473	0.698	1.28	1.1828	0.908	0.7815	0.6545	0.5726	1.3095	1.1715	1.2496	1.1304	0.9071	0.8013	0.6614	0.5257	0.3947	1.1034	0.9535	0.7918	0.6392	0.5016	0.3667	0.311	0.2573	0.6126	0.4829	0.3521	0.2252	0.109	0	0.8417	0.5074	0.3477	0.2878	1.3603	1.2106	1.0817	1.0786	1.1969	1.2598	1.1503	1.3491	1.0899	0.9767	0.8482	0.8603	0.9579	0.9269	0.7713	0.616	0.627	0.7456	0.7884	0.6405	0.515	0.5012	0.6513	0.6501	0.5146	0.366	0.3601	0.5085	0.5124	0.3745	0.2283	0.2108	0.3545	0.4754
0.9705	0.8576	0.8744	0.9957	1.1275	1.2479	0.8384	0.7365	0.767	0.8835	1.0112	1.1305	0.8679	0.7252	0.7596	0.6403	0.624	0.6342	0.7691	0.9159	0.999	0.6134	0.4634	0.5087	0.486	0.6158	0.7544	0.9158	0.8696	0.3295	0.3641	0.4902	0.6171	0.7328	0.8417	0	0.3344	0.4941	0.6521	0.8666	0.717	0.588	0.4487	0.4354	0.7697	0.6602	0.595	0.6127	0.4867	0.3582	0.2229	0.1964	0.6438	0.4882	0.3329	0.2201	0.6522	0.7608	0.6146	0.4852	0.3412	0.3455	0.8905	0.7586	0.6195	0.483	0.4966	1.0305	0.8926	0.772	0.631	0.6342	1.0773
1.1416	1.0289	0.7953	0.7941	0.8098	0.9289	1.0486	0.9513	0.6819	0.6819	0.6901	0.8063	1.078	0.94	1.0137	0.8944	0.6756	0.572	0.5675	0.5941	0.6748	0.8675	0.7175	0.5603	0.4118	0.4142	0.4303	0.5917	0.5455	0.3811	0.2514	0.272	0.2835	0.3984	0.5074	0.3344	0	0.1597	0.3177	1.1207	0.9711	0.8421	0.7028	0.6895	1.0238	0.9143	0.8418	0.8584	0.7408	0.6123	0.477	0.4505	0.6954	0.5398	0.3845	0.2719	0.4	0.5592	0.413	0.2836	0.1396	0.1439	0.5687	0.4345	0.2859	0.1486	0.1622	0.7063	0.5685	0.4377	0.2966	0.2998	0.7531
1.2915	1.1788	0.9335	0.7975	0.7921	0.7798	1.1985	1.1012	0.8251	0.6987	0.6887	0.6572	1.2279	1.0899	1.1681	1.0488	0.8255	0.7179	0.5785	0.5705	0.5257	1.0219	0.8719	0.7102	0.5577	0.42	0.4164	0.4425	0.3963	0.531	0.4013	0.2706	0.2749	0.2387	0.3477	0.4941	0.1597	0	0.158	1.2804	1.1307	1.0018	0.8625	0.8492	1.1782	1.0687	1.0015	1.0083	0.8951	0.7667	0.6367	0.6102	0.8453	0.6897	0.5344	0.4316	0.3986	0.7051	0.5589	0.4335	0.2992	0.3036	0.5672	0.433	0.2844	0.1471	0.1608	0.5572	0.4193	0.278	0.1369	0.1401	0.604
1.4474	1.3348	1.0858	0.9499	0.8168	0.8044	1.3544	1.2572	0.9775	0.8511	0.7241	0.6819	1.3839	1.2459	1.324	1.2048	0.9815	0.8708	0.7309	0.5952	0.5503	1.1778	1.0279	0.8662	0.7136	0.576	0.4411	0.4672	0.421	0.687	0.5573	0.4265	0.2996	0.2634	0.2878	0.6521	0.3177	0.158	0	1.4346	1.285	1.1561	1.0205	1.0072	1.3342	1.2246	1.1595	1.1643	1.0511	0.9226	0.7947	0.7683	1.0013	0.8457	0.6904	0.5896	0.5584	0.858	0.7149	0.5894	0.4573	0.4616	0.7196	0.589	0.4404	0.3052	0.3188	0.5819	0.444	0.3027	0.1616	0.1648	0.6287
